"3 Melancholy Gypsys Radio","3 Melancholy Gypsys","Hear songs by 3 Melancholy Gypsys, Scarub, Sunspot Jonz, Eligh, and more.","","Scarub, Sunspot Jonz, Eligh, Abstract Rude, Mystik Journeymen, Luckyiam, The Grouch, Cma, Living Legends, Pep Love, Aceyalone, 2Mex, The Visionaries, A-Plus, Opio, The Grouch &amp; Eligh, Abstract Tribe Unique, ","Indie Rap Era, Left-Field Hip Hop, From the Hip Hop Laboratory , Essential Turntablism, &#39;90s Backpacker Hip Hop, Beats Without Rhymes, Instrumental Hip Hop, New York City Rent Party , Produced by J Dilla, 808s &amp; Brass, Produced by Pete Rock, Rainy Day Hip Hop, Ninja Tune Records, Produced by DJ Premier, Soul-Soaked Samples, "
"My Favorite Mutiny Radio","The Coup","Hear songs by The Coup, Blackalicious, Del Tha Funkee Homosapien, Gift of Gab, and more.","","Blackalicious, Del Tha Funkee Homosapien, Gift of Gab, dead prez, Dilated Peoples, Hieroglyphics, Lyrics Born, Aceyalone, Brother Ali, Latyrx (Lateef &amp; Lyrics Born), Mr. Lif, The Coup, Chali 2na, Pharoahe Monch, Jurassic 5, CunninLynguists, ","&#39;90s Backpacker Hip Hop, Kitchen Raps, Indie Rap Era, It Was a Good Day, Fight the Power, Soul-Soaked Samples, Lowridin&#39;, Rainy Day Hip Hop, A Hip Hop Party in Canada, We Got the Jazz, From the Hip Hop Laboratory , New York City Rent Party , Produced by DJ Premier, New York State of Mind, Produced by J Dilla, Rap for Indie Rock Kids, "
"My First Wedding (+ hidden track) Radio","The Wombats","Hear songs by The Wombats, The Kooks, Two Door Cinema Club, The Pigeon Detectives, and more.","","The Wombats, The Kooks, Two Door Cinema Club, The Pigeon Detectives, The Vaccines, We Are Scientists, Circa Waves, The Fratellis, The Maccabees, San Cisco, Last Dinosaurs, Kaiser Chiefs, Arctic Monkeys, Bombay Bicycle Club, Grouplove, The Hoosiers, ","00s Indie Guitar Anthems, Indie Under Pressure, Short Skirt, Leather Jacket, Are You Gonna Be My Girl, Guitars &amp; PBRs, Epic Indie Motivation, Sunshine Indie, Alt-Pop Wine O&#39;Clock, Rock Music From &#39;Skins: UK&#39;, &#39;00s Indie Rock Scene, Mellow Alternative, Songs with Palms, Indie/Alt Headliners, Beach Cruiser Indie Pop, Summer Fridays, "
"N.M.E. Radio","Set It Off","Hear songs by Set It Off, Ghost Town, Get Scared, SayWeCanFly, and more.","","Ghost Town, Get Scared, SayWeCanFly, Social Repose, Sleeping With Sirens, Sounds Like Harmony, All Time Low, Pierce The Veil, Falling In Reverse, Andy Black, Twenty One Two, Waterparks, Jordan Sweeto, Johnnie Guilbert, Black Veil Brides, Destery Smith, ","Pop Punk Now, Warped Tour, Pop-Punk Party-Starters, Screamo Out Loud!, All About K-Pop Wave, We Gotta Get Out of This Town, K-Pop Dance Mix for Party, Feel-Good Korean Dance Music, K-Pop Hotlist, Zombie Metal Assault , Tropical House &amp; K-Pop, The Nu-Metal Resurgence, The Screamo Society, Fall Out Boys: &#39;00s Pop-Punk, Emo-Pop, Pop-Punk Primer, "
"Nobody Knows I&#39;m Famous Radio","Mantra","Hear songs by Mantra, Pegz, Dialectrix, Spit Syndicate, and more.","","Pegz, Dialectrix, Spit Syndicate, Muph &amp; Plutonic, Vents, Horrorshow, Urthboy, Drapht, Downsyde, Briggs, Thundamentals, Joelistics, Tuka, The Herd, Astronomy Class, TZU, ","Indie Rap Era, Bouncy Bass Nod, Rainy Day Hip Hop, Full-Bore Punk &amp; Hardcore, Background Indie, Fight the Power, &#39;90s Backpacker Hip Hop, A Hip Hop Party in Canada, Stuntin&#39; Like My Daddy, Grime Wave, Dance Party Down Under, EDM Rap Attack, Produced by DJ Premier, From the Hip Hop Laboratory , Essential Turntablism, New York State of Mind, "
"Now and Then Radio","Rite Hook","Hear songs by Rite Hook, Sean Strange, Reel Wolf, Slaine, and more.","","Rite Hook, Sean Strange, Reel Wolf, Slaine, Sicknature, Doap Nixon, Ill Bill, Demigodz, Apathy, King Syze, Outerspace, Snowgoons, Q-Unique, Vinnie Paz, Diabolic, Randam Luck, ","Indie Rap Era, Rainy Day Hip Hop, Mind of a Lunatic: &#39;90s Horrorcore Rap, Produced by Pete Rock, New York State of Mind, &#39;90s Backpacker Hip Hop, From the Hip Hop Laboratory , Produced by DJ Premier, The World of Wu-Tang Clan, 1993: East Coast Mic Wreckas, Gospel Hotlist, Left-Field Hip Hop, Essential Turntablism, East Coast Cold Front, A Hip Hop Party in Canada, "
"Off The Edge of The Earth and Into Forever, Forever Radio","Art vs Science","Hear songs by Art vs Science, Art vs. Science, Bluejuice, The Presets, and more.","","Art vs. Science, Bluejuice, The Presets, Ball Park Music, Kingswood, Regurgitator, Faker, Andy Bull, Eskimo Joe, British India, Pnau, The Rubens, Gyroscope, Sparkadia, The Delta Riggs, Harts, ","Dance Party Down Under, Where Are Your Friends Tonight?, Back to the Yacht, Coolest New Indie of 2017, NYC Indie Dance, Indie Hotlist, Songs with Palms, The Side Stage, The Future is Female, SXSW 2018: Rising Alt/Indie, Indie Artists to Watch 2018, Guitars &amp; PBRs, Indie Under Pressure, Neo-&#39;80s Electro, New York Night Walk, The Walk, "
"Pep Love Radio","Pep Love","Hear songs by Pep Love, Abstract Rude, Opio, A-Plus, and more.","","Abstract Rude, Opio, A-Plus, Scarub, Aceyalone, Mystik Journeymen, Sunspot Jonz, 3 Melancholy Gypsys, Tajai, The Visionaries, Moka Only, Eligh, Molemen, Louis Logic, Cma, The Grouch, Boom Bap Project, ","Indie Rap Era, Left-Field Hip Hop, From the Hip Hop Laboratory , Produced by J Dilla, Produced by Pete Rock, &#39;90s Backpacker Hip Hop, Beats Without Rhymes, Essential Turntablism, 808s &amp; Brass, New York City Rent Party , Instrumental Hip Hop, Rainy Day Hip Hop, Produced by DJ Premier, We Got the Jazz, Soul-Soaked Samples, "
"Philadelphia Grand Jury Radio","Philadelphia Grand Jury","Hear songs by Philadelphia Grand Jury, Little Red, Sparkadia, Faker, and more.","","Little Red, Sparkadia, Faker, Yves Klein Blue, End of Fashion, The Panics, The Cops, Bluejuice, Bob Evans, Oh Mercy, Little Birdy, Eskimo Joe, Gyroscope, The John Steel Singers, Dallas Crane, The Grates, British India, ","Dance Party Down Under, Background Indie, Like Miike, NYC Indie Dance, Rock Music From &#39;Skins: UK&#39;, &#39;00s Indie Dance Party, Indie Under Pressure, Gettin&#39; Synthy With It, Time to Pretend: Psychedelic Electro-Indie, At The Farmer&#39;s Market, Psychedelic Indie, Guitars &amp; PBRs, &#39;00s Indie Rock Scene, Prepartying like Tyrion Lannister, 00s Indie Guitar Anthems, The Walk, "
"Polka Radio","Yves Klein Blue","Hear songs by Yves Klein Blue, Little Red, Sparkadia, Faker, and more.","","Little Red, Sparkadia, Faker, Bluejuice, The John Steel Singers, Art vs. Science, End of Fashion, Little Birdy, The Grates, The Panics, British India, Bob Evans, Josh Pyke, Ball Park Music, Gyroscope, Eskimo Joe, ","Dance Party Down Under, Background Indie, Indie Under Pressure, Like Miike, &#39;00s Canadian Indie Scene, Rock Music From &#39;Skins: UK&#39;, &#39;00s Indie Dance Party, NYC Indie Dance, Prepartying like Tyrion Lannister, Torontopia, At The Farmer&#39;s Market, &#39;00s Indie Rock Scene, Guitars &amp; PBRs, Left Lane Lo-Fi, Gettin&#39; Synthy With It, Time to Pretend: Psychedelic Electro-Indie, "
"Pressure Radio","Swollen Members","Hear songs by Swollen Members, Madchild, Classified, Sweatshop Union, and more.","","Madchild, Classified, Sweatshop Union, Evil Ebenezer, Slaine, Necro, Snowgoons, Army of the Pharaohs, Swollen Members, Snak the Ripper, Jedi Mind Tricks, Ill Bill, Apathy, Celph Titled, R.A. The Rugged Man, La Coka Nostra, ","A Hip Hop Party in Canada, Stuntin&#39; Like My Daddy, 20 Years of Québecois Rap, Lowridin&#39;, Rainy Day Hip Hop, Rap for Indie Rock Kids, The World of Eminem, &#39;90s Backpacker Hip Hop, Rap-Rock Revolution, Ahead by a Century, Fight the Power, CanRock Anthems, Adrenaline-Boosting Rap &amp; Metal, Indie Rap Era, Featuring Nate Dogg, Lose Yourself, "
"Pumped Up Kicks Radio","Foster The People","Hear songs by Foster The People, Passion Pit, MGMT, Foster the People, and more.","","Passion Pit, MGMT, Foster the People, Calvin Harris, Coldplay, Grouplove, Two Door Cinema Club, Bruno Mars, Capital Cities, Katy Perry, Miike Snow, Empire of The Sun, The xx, Broken Bells, OneRepublic, Kesha, ","Songs From &#39;Pretty Little Liars: Season 2&#39;, Run This Town, Alt-Pop Hits, 25 Years of The Much Music Video Awards, Interval Intensity, Music From &#39;Girls&#39;, The World of Harry Styles, Moving Day Madness, Wedding Party Walk Out , By the Sweat of Your Brow, Relaxed Morning Jog, Get Pumped: Pop Anthems, Chic and Upbeat, The World of Bruno Mars, In The Halfpipe, Pajamas to Party Dress, "
"Punk Songs of Defiance","By Google Play Music","Whether you&#39;re quitting your job, complaining about the government or otherwise sticking it to The Man, these classic punk songs will make the perfect soundtrack for your moment of defiance.","","Elvis Costello, The Jam, The Clash, Sex Pistols, Gang Of Four, Ramones, Sham 69, New York Dolls, XTC, Wire, Propagandhi, The Vapors, Penetration, Iggy Pop, The Runaways, Martha and the Muffins, ","Raw Power: &#39;70s Punk, &#39;70s British Punk, The World of Iggy &amp; The Stooges, The World of The Clash, Rockaway Beach: Surf Music After the &#39;60s, &#39;70s NYC Punk, Punk Party, On the Bowery, Cool Like Debbie Harry, The World of R.E.M., &#39;80s College Radio Memories, Groove and Grit, Punk Wake-Up Call, Post-Punk Restlessness, Lunatic Seers, This is Power Pop, "
"Punk Wake-Up Call","By Google Play Music","If you&#39;re the kind who needs to be jolted to consciousness quickly in the morning, these bold, brash tunes by punk pioneers and current-day torch-carriers are just the kind of loud-and-clear wake-up call you need.","","Green Day, Sum 41, Ramones, Black Flag, Social Distortion, Rancid, The Clash, Sex Pistols, Dead Kennedys, MxPx, Minor Threat, Sham 69, Bad Brains, Exploited, The Business, Good Charlotte, ","Punk Rock Love , Punk Party, &#39;70s NYC Punk, &#39;90s Pop-Punk, Raw Power: &#39;70s Punk, The World of The Clash, Punk Songs of Defiance, Skate or Die, Full-Bore Punk &amp; Hardcore, Road Rage Rock, Early West Coast Punk, &#39;70s British Punk, The World of Iggy &amp; The Stooges, Rockaway Beach: Surf Music After the &#39;60s, BAD PARTY, Alt-Rock Punk-Pop Party, "
"Pursuit Of Happiness (Extended Steve Aoki Remix Explicit) (feat. MGMT &amp; Ratatat) Radio","Kid Cudi","Hear songs by Kid Cudi, Kanye West, Mac Miller, Kendrick Lamar, and more.","","Kanye West, Mac Miller, Kendrick Lamar, Childish Gambino, A$AP Rocky, Big Sean, Drake, ScHoolboy Q, Wiz Khalifa, Kid Cudi, J. Cole, Lupe Fiasco, WZRD, Asher Roth, Tyler, The Creator, B.o.B, ","Lose Yourself, Hold Me Back Bro   , The World of Eminem, Drop It Real Low, So Help Me Yeezus, The Louis Vuitton Don, Fashion Killas, Adrenaline-Boosting Rap &amp; Metal, Young Money&#39;s Dynasty, Featuring Drake, &#39;00s Aggro Anthems, 0 to 100: The Reign of Drizzy Drake, Jay Z&#39;s Journey to 4:44, By the Sweat of Your Brow, Party in the Trap, Sad Rappers, "
"Rage Against the Machine Radio","Rage Against the Machine","Hear songs by Rage Against the Machine, Nirvana, Audioslave, Foo Fighters, and more.","","Nirvana, Audioslave, Foo Fighters, Alice in Chains, Red Hot Chili Peppers, Soundgarden, Stone Temple Pilots, System of a Down, Incubus, Korn, Limp Bizkit, The Smashing Pumpkins, Nine Inch Nails, Beastie Boys, The Offspring, Deftones, Queens Of The Stone Age, ","Louder Than Love, After the Grunge Years, &#39;90s Aggro Anthems, Unhinged Grunge Party, Sound the Alarm, Lollapalooza&#39;s First Era, Brooding with the Night&#39;s Watch, The Grunge Era, Emotive Alternative Rock, The World of Foo Fighters, The Early Years of Grunge, Rap-Rock Revolution, Raging Through the Ages, Music From &#39;Daria&#39;, "
"Rage Rock","By Google Play Music","Having a bad day? Everyone bugging you? Tap into your angst with aggressive alt-metal and hard rock anthems.","","Korn, Linkin Park, Rage Against the Machine, System of a Down, Slipknot, downset., Papa Roach, Pod, Hollywood Undead, Bullet For My Valentine, Coal Chamber, Crazy Town, Mudvayne, Buried Alive, Slapshock, Limp Bizkit, ","Metal Power for Video Games, Bodies Hit the Floor: FPS Rock, Ozzfest Through the Years, Rap-Metal Adrenaline Boost, Raging Through the Ages, Hard Rock, Hard Bod, Let&#39;s Race: Songs for Sled Heads, &#39;00s Aggro Anthems, Adrenaline-Boosting Rap &amp; Metal, Heavy Metal Workout, Modern Rock Uprising, Metal &amp; Rock Headliners, Rap-Rock Revolution, &#39;90s Aggro Anthems, Modern Rock Hits, Brooding with the Night&#39;s Watch, "
"Raging Through the Ages","By Google Play Music","The biggest aggro rock and rap hits of all time.","","Linkin Park, Eminem, Papa Roach, Rage Against the Machine, System of a Down, Foo Fighters, The Smashing Pumpkins, Limp Bizkit, White Zombie, DMX, Alice in Chains, The Offspring, Korn, Nine Inch Nails, Dr. Dre, Nirvana, ","Hard Rock, Hard Bod, &#39;00s Aggro Anthems, Modern Rock Hits, Brooding with the Night&#39;s Watch, Modern Rock Uprising, The World of Foo Fighters, Rage Rock, &#39;90s Aggro Anthems, Let&#39;s Race: Songs for Sled Heads, Adrenaline-Boosting Rap &amp; Metal, No Noobs Allowed: Rock for Gaming, Rap-Metal Adrenaline Boost, Ozzfest Through the Years, Lollapalooza&#39;s First Era, Downhill Racer, &#39;90s Alt-Rock Heartthrobs, "
"Rainbow Kraut Radio","The John Steel Singers","Hear songs by The John Steel Singers, Sparkadia, Little Red, The Panics, and more.","","Sparkadia, Little Red, The Panics, Cloud Control, Bluejuice, Faker, Bob Evans, Josh Pyke, Saskwatch, Augie March, Ball Park Music, Art vs. Science, British India, Loon Lake, The Grates, End of Fashion, ","Dance Party Down Under, NYC Indie Dance, Background Indie, Psychedelic Indie, Like Miike, Left Lane Lo-Fi, Time to Pretend: Psychedelic Electro-Indie, Indie Children of the &#39;90s, At The Farmer&#39;s Market, Gettin&#39; Synthy With It, Guitars &amp; PBRs, Indie Under Pressure, Tar Beach Lullabies, Indie Children of the &#39;80s, Torontopia, Rock Music From &#39;Skins: UK&#39;, "
"Rammstein Radio","Rammstein","Hear songs by Rammstein, Emigrate, Lindemann, System of a Down, and more.","","Emigrate, Lindemann, System of a Down, OOMPH!, Korn, Apocalyptica, Eisbrecher, Marilyn Manson, Megaherz, Serj Tankian, Slipknot, Disturbed, HIM, Rob Zombie, Guano Apes, Static-X, Völkerball, ","Ozzfest Through the Years, Rage Rock, Heavy Metal Workout, Metal&#39;s Ambassadors, Metal Power for Video Games, The Metal Moshpit, Bodies Hit the Floor: FPS Rock, Heavy Industry, Let&#39;s Race: Songs for Sled Heads, Essential Heavy Metal, Raging Through the Ages, Hard Rock, Hard Bod, The Black Mass, Modern Rock Uprising, Rap-Metal Adrenaline Boost, Iron, Wrath &amp; Metal, "
"Ratatat Radio","Ratatat","Hear songs by Ratatat, Justice, Ronald Jenkees, Pretty Lights, and more.","","Justice, Ronald Jenkees, Pretty Lights, Miike Snow, Kavinsky, RJD2, Little People, Emancipator, Daft Punk, Starfucker, The Glitch Mob, OVERWERK, MGMT, Broken Bells, Gorillaz, TV On The Radio, Gramatik, ","Late Night Driving, The World of Pretty Lights, Produced by Danger Mouse, Cosmic Disco Lounge, Chiptronica Carnival, Time to Pretend: Psychedelic Electro-Indie, Evocative Instrumentals, Floating Through the Atmosphere, Music from Surf Movies, Floating on Powder, &#39;00s Indie Dance Party, We Are the Robots, &#39;00s Indie Electro-Bangers, Sleepy Indie Synths, Gettin&#39; Synthy With It, 3am Airport, "
"Retirement Radio","Kaiser Chiefs","Hear songs by Kaiser Chiefs, Kasabian, HARD-Fi, Franz Ferdinand, and more.","","Kasabian, HARD-Fi, Franz Ferdinand, The Pigeon Detectives, The Fratellis, Razorlight, Kaiser Chiefs, The Kooks, Miles Kane, Dirty Pretty Things, The Zutons, Maximo Park, Arctic Monkeys, The Hives, The View, We Are Scientists, ","00s Indie Guitar Anthems, Are You Gonna Be My Girl, Short Skirt, Leather Jacket, Indie Under Pressure, Music from Surf Movies, Teenage Mutant Zombie Dirtbags, London Stroll, &#39;90s Britpop, &#39;00s Indie Rock Scene, Prepartying like Tyrion Lannister, Ain&#39;t No Rest for the Wicked, Rock Music From &#39;Skins: UK&#39;, Produced by Danger Mouse, Left Lane Lo-Fi, Guitars &amp; PBRs, "
"Road Rage Rock","By Google Play Music","Not for the squeamish, this collection is the best punk, metal, and indie rock to vent your frustrations to. Get your head-banging on.","","Rancid, Green Day, Nirvana, Fugazi, The Distillers, Suicidal Tendencies, Guns N&#39; Roses, Pixies, Queens Of The Stone Age, Judas Priest, The Hives, The Stooges, Black Flag, Blur, Black Sabbath, Ozzy Osbourne, ","Metallica&#39;s Unofficial Brotherhood, The World of Megadeth, Metal&#39;s Ambassadors, No Noobs Allowed: Rock for Gaming, Let&#39;s Race: Songs for Sled Heads, Lollapalooza&#39;s First Era, The Black Mass, Essential Heavy Metal, Heavy Metal Halloween, The World of Ozzy Osbourne, The Grunge Era, The World of Foo Fighters, Punk Wake-Up Call, The Metal Moshpit, Sound the Alarm, Unhinged Grunge Party, "
"Rob Zombie Radio","Rob Zombie","Hear songs by Rob Zombie, White Zombie, Static-X, Marilyn Manson, and more.","","White Zombie, Static-X, Marilyn Manson, Korn, Powerman 5000, Dope, Coal Chamber, The Union Underground, Godsmack, Slipknot, Mushroomhead, Drowning Pool, HELLYEAH, Wayne Static, Mudvayne, Otep, Kittie, ","Heavy Industry, Ozzfest Through the Years, Heavy Metal Workout, Rage Rock, Metal Power for Video Games, The Metal Moshpit, Iron, Wrath &amp; Metal, Metal&#39;s Ambassadors, Bodies Hit the Floor: FPS Rock, Just One Fix, Let&#39;s Race: Songs for Sled Heads, Southern Metal BBQ, Rap-Rock Revolution, Rap-Metal Adrenaline Boost, Louder Than Love, Industrial-Strength Metal and Foundations, "
"Say I&#39;m Good Radio","Joelistics","Hear songs by Joelistics, Urthboy, Horrorshow, Dialectrix, and more.","","Urthboy, Horrorshow, Dialectrix, The Herd, Spit Syndicate, TZU, Drapht, Thundamentals, Tuka, Muph &amp; Plutonic, Downsyde, Astronomy Class, Seth Sentry, Mantra, Vents, Pegz, ","Dance Party Down Under, Full-Bore Punk &amp; Hardcore, Background Indie, EDM Rap Attack, The Future is Female, Prepartying like Tyrion Lannister, Blissed-Out Romance, Indie Artists to Watch 2018, Chill Indie Beats, SXSW 2018: Rising Pop &amp; Electronic, At The Farmer&#39;s Market, Rap-Rock Revolution, SXSW 2018: Rising Rock &amp; Metal, Freshly Squeezed , A Hip Hop Party in Canada, Chill Trap Essentials, "
"Sharp Dressed Man (2008 Remastered Version) Radio","ZZ Top","Hear songs by ZZ Top, Lynyrd Skynyrd, George Thorogood, Ted Nugent, and more.","","Lynyrd Skynyrd, George Thorogood, ZZ Top, Ted Nugent, Bad Company, AC/DC, Stevie Ray Vaughan, Foghat, Van Halen, Deep Purple, Aerosmith, Molly Hatchet, Alice Cooper, Eric Clapton, Boston, Bachman-Turner Overdrive, ","Hockey Night Arena Rock, Essential Hard Rock, Get Pumped: Rock Anthems, Trans Am Rock, Mullet Madness, Classic Rock Workout, Start Your Engines, Football Tailgate, Turn On, Drop Out: Defiant Classic Rock, Eye of the Tiger: Confidence Mix, Classic Rock Party, Classic Rock&#39;s Greatest Hits, Hard Rock Headbangers, Classic Rock Guitar Solos, Biker Bar Rock, Dad Rock Through The Ages, "
"She Wants Revenge Radio","She Wants Revenge","Hear songs by She Wants Revenge, IAMX, The Bravery, Shiny Toy Guns, and more.","","IAMX, The Bravery, Shiny Toy Guns, The Faint, Interpol, Placebo, Kill Hannah, Yeah Yeah Yeahs, Julian Plenti, The Kills, Moving Units, Silversun Pickups, Mindless Self Indulgence, Kidneythieves, Jack Off Jill, Ladytron, Switchblade Symphony, ","Dance, Dance Until You Die, Nu Goth, Gothstalgia: The Dark Side of the &#39;90s , Music from Surf Movies, Goths Just Wanna Have Fun, Heavy Industry, Industrial Cardio, &#39;90s Dark Wave Electrocore, Just One Fix, The Goth Parade, On The Industrial Dance Floor, Iron, Wrath &amp; Metal, All-Night Goth Pop, Vampire Lovers, Short Skirt, Leather Jacket, "
"Shots Fired Radio","¡Mayday!","Hear songs by ¡Mayday!, Ces Cru, Wrekonize, Krizz Kaliko, and more.","","Ces Cru, Wrekonize, Wrekonize, Krizz Kaliko, Stevie Stone, Prozak, Tech N9ne, Twisted Insane, Kutt Calhoun, Big Scoob, Rittz, JL, Wrekonize, Anilyst, Jarren Benton, The Jokerr, ","Stuntin&#39; Like My Daddy, Noise Rap, The World of Eminem, Heavy On The Pedal, Dark &amp; Dirty Hip Hop, Lose Yourself, Hold Me Back Bro   , Adrenaline-Boosting Rap &amp; Metal, A Hip Hop Party in Canada, Cloud Rap, West Coast Rap Renaissance, Haunted Hip Hop, Featuring 2 Chainz, The Nu-Metal Resurgence, Aggressive Dubstep, Fight the Power, "
"Skaters Radio","Skaters","Hear songs by Skaters, together PANGEA, Twin Peaks, Broncho, and more.","","together PANGEA, Twin Peaks, Broncho, The Orwells, White Reaper, Tijuana Panthers, Wavves, PAWS, Splashh, Bleeding Knees Club, Drowners, Bass Drum of Death, Vundabar, Froth, King Tuff, Spirit Club, Wampire, ","Guitars &amp; PBRs, Left Lane Lo-Fi, Indie Children of the &#39;90s, SXSW 2018: Rising Alt/Indie, The Side Stage, Eat My Shorts, Coolest New Indie of 2017, New Adventures In Lo-Fi, Indie Hotlist, SXSW 2018: Rising Rock &amp; Metal, Indie Artists to Watch 2018, Indie Under Pressure, Cozy Up Indie, Retro Indie Rock, BAD PARTY, New Canadian Indie, "
"Snow Tha Product Radio","Snow Tha Product","Hear songs by Snow Tha Product, Stevie Stone, Krizz Kaliko, Wrekonize, and more.","","Stevie Stone, Krizz Kaliko, Wrekonize, Wrekonize, Prozak, Tech N9ne, Ces Cru, ¡Mayday!, Kutt Calhoun, Twisted Insane, JL, Big Scoob, Rittz, Jl B Hood, Darrein Safron, Bernz, Anilyst, ","Girl Hold My Earrings , Queens of Rap, Black Queer Experience, Who&#39;s That Girl? Unsung Women in Hip Hop, Stuntin&#39; Like My Daddy, West Coast Rap Renaissance, Mustard on the Beat, The Nu-Metal Resurgence, Drop It Real Low, Yas, Khaleesi, Rude Girls, The Twerk Tape, Hip Hop Heartbreak, Produced by Bangladesh, Google Play Music x Milk JamRoom, "
"Soap&amp;Skin Radio","Soap&amp;Skin","Hear songs by Soap&amp;Skin, Dillon, Sóley, CocoRosie, and more.","","Dillon, Sóley, CocoRosie, Mirel Wagner, Rebekka Karijord, Sophie Hunger, The White Birch, Samaris, Emily Jane White, Michelle Gurevich, Anna von Hausswolff, The Irrepressibles, Soko, Ane Brun, Esben and the Witch, Clara Luzia, Pascal Pinon, ","The Cold, Solemn North, Nu Goth, Scandinavian Melancholy, Scandinavian Stargazing, A Restful Ride, Ambient Post Rock, Sadcore Hibernation, Stiff Drink in a Dim Place, Scandinavian Invasion, The Revolutionary Daughters of Kate Bush, Mellow Music From &#39;Skins: UK&#39;, Haunted House, White Wine Folk, On a Cold, Clear Night , Wood &amp; Wires, Vampire Lovers, "
"Sober Radio","FIDLAR","Hear songs by FIDLAR, Wavves, The Orwells, Bass Drum of Death, and more.","","Wavves, The Orwells, Bass Drum of Death, together PANGEA, The Frights, Skaters, FIDLAR, PUP, Bleeding Knees Club, Twin Peaks, SWMRS, Modern Baseball, Dune Rats, White Reaper, DZ Deathrays, Made Violent, ","Guitars &amp; PBRs, Left Lane Lo-Fi, Punk Hotlist, Indie Children of the &#39;90s, Indie Under Pressure, Railroad Tracks, Flying the Anti-Flag, Eat My Shorts, Coolest New Indie of 2017, BAD PARTY, Songs with Palms, Rock Artists to Watch 2018, SXSW 2018: Rising Rock &amp; Metal, Warped Tour, Cozy Up Indie, SXSW 2018: Rising Alt/Indie, "
"Sober Radio","FIDLAR","Hear songs like Sober",""
"Chill Trap Essentials","By Google Play Music","Your pure chill trap listening experience.","","Flume, ODESZA, What So Not, Ryan Hemsworth, Kasbo, Vindata, Daktyl, Illenium, GREY, Louis The Child, Lost Kings, Big Wild, Cashmere Cat, Lucian, Melvv, Seven Lions, ","POPTRAP, Electropop Loft Party, Dance / EDM Headliners, Coachella 2018: Dance &amp; Electronic, The Future is Female, Chill Indie Beats, SXSW 2018: Rising Pop &amp; Electronic, Electronic Bliss, Dance/EDM Artists to Watch 2018, deepchill, Trappy Instrumentals, Good Taste, Bad Intentions, Higher &amp; Higher: Emerging EDM, Trap Bangers, Dance Hotlist, Electronic Hotlist, "
"Sola Rosa Radio","Sola Rosa","Hear songs by Sola Rosa, Ladi6, Opensouls, Fat Freddy&#39;s Drop, and more.","","Ladi6, Opensouls, Fat Freddy&#39;s Drop, The Black Seeds, Tahuna Breaks, Salmonella Dub, Trinity Roots, Pacific Heights, Fly My Pretties, Cornerstone Roots, dDub, Black Grass, Katalyst, The Bamboos, Little Bushman, Hollie Smith, Tiki Taane, ","Ninja Tune Records, Modern Cocktail Chic, In the Euro Hotel Lounge, Beach Grooves, Trip Hop Explorations, Chilled with a Twist: Soul &amp; Jazz Remixed, From South Beach to St. Tropez, Trip Hop Instrumentals, Deep Funk Revival, Global Cafe, Electro-Swing, Funky Soul A-Go-Go, Downtempo Soundscapes, Essential Turntablism, Dub Foundations, Fire, Sand &amp; Blood, "
