"3 Melancholy Gypsys Radio","3 Melancholy Gypsys","Hear songs by 3 Melancholy Gypsys, Scarub, Sunspot Jonz, Eligh, and more.","","Scarub, Sunspot Jonz, Eligh, Abstract Rude, Mystik Journeymen, Luckyiam, The Grouch, Cma, Living Legends, Pep Love, Aceyalone, 2Mex, The Visionaries, A-Plus, Opio, The Grouch &amp; Eligh, Abstract Tribe Unique, ","Indie Rap Era, Left-Field Hip Hop, From the Hip Hop Laboratory , Essential Turntablism, &#39;90s Backpacker Hip Hop, Beats Without Rhymes, Instrumental Hip Hop, New York City Rent Party , Produced by J Dilla, 808s &amp; Brass, Produced by Pete Rock, Rainy Day Hip Hop, Ninja Tune Records, Produced by DJ Premier, Soul-Soaked Samples, "
"some alt rock shenans Radio","Ian Daniher","Features songs similar to those in some alt rock shenans including Cold War Kids, Portugal. The Man, Broken Bells, and more.","","Cold War Kids, Portugal. The Man, Broken Bells, The Black Keys, Band Of Skulls, TV On The Radio, Arcade Fire, Modest Mouse, Band Of Horses, The Raconteurs, Cage The Elephant, The Shins, Vampire Weekend, Spoon, Yeah Yeah Yeahs, The Dead Weather, ","Indie Under Pressure, Produced by Danger Mouse, &#39;00s Indie Rock Scene, The World of Jack White, Cold Gusts of Wind, The Pacific Northwest Indie Scene, Ain&#39;t No Rest for the Wicked, Music from Surf Movies, Indie Roots Rock, End of Summer Blues, One is the Loneliest Number, Alone in the Airport, Prepartying like Tyrion Lannister, Crowd-Pleasing Indie, Sub Pop Reborn, Rock Music From &#39;Skins: UK&#39;, "
"Sometime Around Midnight (Acoustic Version Bonus Track) Radio","The Airborne Toxic Event","Hear songs by The Airborne Toxic Event, Cold War Kids, Manchester Orchestra, The Gaslight Anthem, and more.","","The Airborne Toxic Event, Cold War Kids, Manchester Orchestra, The Gaslight Anthem, Young The Giant, Death Cab for Cutie, A Silent Film, We Were Promised Jetpacks, Silversun Pickups, Grouplove, The Killers, Mona, Brandon Flowers, The Bravery, Matt and Kim, Band Of Horses, ","Skinny Latte Love, Cool Air, Warm Heart, Mellow Pop-Punk, Indie Roots Rock, Emo-Pop, Soundtrack For Dismal Days, The Pacific Northwest Indie Scene, That Sweet Mumford Melancholy, One is the Loneliest Number, Alt-Pop Wine O&#39;Clock, Music From &#39;The O.C.&#39;, Mellow Alternative, Alt-Rock Motivation, Show Stoppers: Live Modern Rock, Forever Alone, Wintry Woes, "
"Sound the Alarm","By Google Play Music","This isn&#39;t a wake-up call, it&#39;s a kick in the head. Start your day with some momentum and these alarming alternative rock, punk rock, and hardcore cuts.","","Beastie Boys, The White Stripes, The Mars Volta, Serafin, System of a Down, Nirvana, Stone Temple Pilots, Rage Against the Machine, Staind, The Black Keys, Queens Of The Stone Age, The Walkmen, Beck, Amery Smith, Pavement, The Fall, ","Emotive Alternative Rock, After the Grunge Years, The Grunge Era, Unhinged Grunge Party, The World of Foo Fighters, Brooding with the Night&#39;s Watch, Lollapalooza&#39;s First Era, Music From &#39;Daria&#39;, The Early Years of Grunge, The World of Steve Albini, 120 Minutes: The &#39;90s, Ain&#39;t No Rest for the Wicked, No Noobs Allowed: Rock for Gaming, Let&#39;s Race: Songs for Sled Heads, "
"Spiked Punch Radio","¡Mayday!","Hear songs by ¡Mayday!, Ces Cru, Wrekonize, Krizz Kaliko, and more.","","Ces Cru, Wrekonize, Wrekonize, Krizz Kaliko, Stevie Stone, Prozak, Wrekonize, Tech N9ne, Bernz, JL, Kutt Calhoun, Godemis, Jl B Hood, Twisted Insane, Aqualeo, Big Scoob, ","Stuntin&#39; Like My Daddy, Noise Rap, Heavy On The Pedal, Indie Rap Era, Rainy Day Hip Hop, From the Hip Hop Laboratory , Cloud Rap, Dark &amp; Dirty Hip Hop, Fight the Power, Nap Rap, &#39;90s Backpacker Hip Hop, A Hip Hop Party in Canada, Hip-Hop BMX Skate Party, The World of Pretty Lights, Dark &amp; Twisted, The World of Eminem, "
"stellar alt rock Radio","Ian Daniher","Features songs similar to those in stellar alt rock including The Pigeon Detectives, Dirty Pretty Things, Kaiser Chiefs, and more.","","The Pigeon Detectives, Dirty Pretty Things, Kaiser Chiefs, We Are Scientists, The Fratellis, HARD-Fi, Miles Kane, The Rifles, The Cribs, Kasabian, The Kooks, The View, Maximo Park, Milburn, The Libertines, Franz Ferdinand, ","00s Indie Guitar Anthems, Are You Gonna Be My Girl, Short Skirt, Leather Jacket, Indie Under Pressure, &#39;00s Indie Rock Scene, Music from Surf Movies, Rock Music From &#39;Skins: UK&#39;, Prepartying like Tyrion Lannister, London Stroll, Produced by Danger Mouse, Ain&#39;t No Rest for the Wicked, The World of Scottish Indie, Teenage Mutant Zombie Dirtbags, &#39;90s Britpop, Alt-Rock Motivation, "
"Sugar Army Radio","Sugar Army","Hear songs by Sugar Army, Faker, Sparkadia, The Panics, and more.","","Faker, Sparkadia, The Panics, Wolf &amp; Cub, Oh Mercy, The John Steel Singers, End of Fashion, Cog, Yves Klein Blue, Gyroscope, The Mess Hall, Dappled Cities, Little Red, The Grates, Something for Kate, British India, Bluejuice, ","Dance Party Down Under, NYC Indie Dance, Like Miike, A Mars Volta Freakout, Instrumental Hard Rock, Indie Children of the &#39;90s, Psychedelic Indie, Indie Under Pressure, Background Indie, Guitars &amp; PBRs, Gettin&#39; Synthy With It, Left Lane Lo-Fi, Concrete Cool-Down, Rock Music From &#39;Skins: UK&#39;, Time to Pretend: Psychedelic Electro-Indie, Torontopia, "
"Summer Days Radio","TZU","Hear songs by TZU, The Herd, Urthboy, Muph &amp; Plutonic, and more.","","The Herd, Urthboy, Muph &amp; Plutonic, Downsyde, Dialectrix, Joelistics, Astronomy Class, Butterfingers, Spit Syndicate, Horrorshow, Drapht, 1200 Techniques, Pegz, Thundamentals, Tuka, Mantra, ","Dance Party Down Under, Background Indie, Full-Bore Punk &amp; Hardcore, Chilled with a Twist: Soul &amp; Jazz Remixed, A Hip Hop Party in Canada, Prepartying like Tyrion Lannister, EDM Rap Attack, The Future is Female, Beach Grooves, Electro-Swing, Bouncy Bass Nod, The World of Pretty Lights, Lose Yourself, Essential Turntablism, In the Euro Hotel Lounge, Stuntin&#39; Like My Daddy, "
"Swag Triumphant ","By Google Play Music","These celebratory rap songs feature big production and even bigger boasts. Strictly for those who stay winning.","","Kanye West, Jeezy, DJ Khaled, Big Sean, French Montana, Lil Wayne, The Game, Pusha T, Slim Thug, Rick Ross, Birdman, Shawty Lo, Big Boi, Jay Rock, Bun B, A$AP Rocky, ","Beast Mode Hip Hop, Street Rap Bangers, Fashion Killas, Balling Like a Lannister, Featuring 2 Chainz, Featuring Rick Ross, YMCMB Dynasty, Ride Around Shining, Just One of Those Days, Hold Me Back Bro   , Southern Rap BBQ, Featuring Lil Wayne, Pusha T&#39;s Realm, Featuring Drake, Top Down in the Winter, Young Money&#39;s Dynasty, "
"Sweatshop Union Presents: Dirty Circus Radio","Sweatshop Union Presents: Dirty Circus","Hear songs by Sweatshop Union Presents: Dirty Circus, Sweatshop Union, D-Sisive, Kyprios, and more.","","Sweatshop Union, D-Sisive, Kyprios, The Chicharones, Josh Martinez, Mic Boyd, Young Dre D, Swollen Members, Sapient, Classified, Sandpeople, Debaser (of Sandpeople), Unknown Prophets, eCID, Evil Ebenezer, Soulcrate Music, Abstract Rude, ","Indie Rap Era, Left-Field Hip Hop, Essential Turntablism, From the Hip Hop Laboratory , &#39;90s Backpacker Hip Hop, Beats Without Rhymes, Instrumental Hip Hop, New York City Rent Party , Rainy Day Hip Hop, A Hip Hop Party in Canada, 808s &amp; Brass, CanRock Anthems, Ninja Tune Records, Franco-Folk, 20 Years of Québecois Rap, "
"System of a Down Radio","System of a Down","Hear songs by System of a Down, Korn, Slipknot, Serj Tankian, and more.","","Korn, Slipknot, Serj Tankian, Rage Against the Machine, Limp Bizkit, Marilyn Manson, Avenged Sevenfold, Disturbed, Daron Malakian, The Offspring, Rammstein, Linkin Park, Audioslave, Stone Sour, Nirvana, Metallica, Mudvayne, ","Rage Rock, Ozzfest Through the Years, Let&#39;s Race: Songs for Sled Heads, Raging Through the Ages, Metal Power for Video Games, Bodies Hit the Floor: FPS Rock, Brooding with the Night&#39;s Watch, Modern Rock Uprising, Heavy Metal Workout, Rap-Metal Adrenaline Boost, Metal&#39;s Ambassadors, Hard Rock, Hard Bod, &#39;00s Aggro Anthems, No Noobs Allowed: Rock for Gaming, Emotive Alternative Rock, Sound the Alarm, "
"Tabletops Radio","¡Mayday!","Hear songs by ¡Mayday!, Ces Cru, Wrekonize, Krizz Kaliko, and more.","","Ces Cru, Wrekonize, Wrekonize, Krizz Kaliko, Stevie Stone, Prozak, Tech N9ne, Wrekonize, Kutt Calhoun, JL, Bernz, Twisted Insane, Jl B Hood, Godemis, Rittz, The Jokerr, ","Stuntin&#39; Like My Daddy, Noise Rap, Heavy On The Pedal, Rainy Day Hip Hop, Cloud Rap, Indie Rap Era, Dark &amp; Dirty Hip Hop, From the Hip Hop Laboratory , Fight the Power, Nap Rap, A Hip Hop Party in Canada, The World of Eminem, &#39;90s Backpacker Hip Hop, Hip-Hop BMX Skate Party, Soul-Soaked Samples, Hold Me Back Bro   , "
"Tar Beach Lullabies","By Google Play Music","After a hot summer day in the city, seek refuge on a rooftop and welcome the evening air with these hazy indie cuts.","","Tame Impala, Warpaint, Dirty Projectors, Broadcast, Owiny Sigoma Band, Washed Out, Broken Bells, RJD2, Alabama Shakes, Cults, Ariel Pink, My Bloody Valentine, Blood Orange, Phantogram, Craft Spells, St. Vincent, ","Psychedelic Indie, Retro Indie Rock, The Comedown, At The Farmer&#39;s Market, Indie Children of the &#39;80s, Concrete Cool-Down, Chillwave, The Perfect Drive, Sun Streaming, Summer Infatuation, Cosmic Indie Pop, NXNE: The 20th Anniversary, Time to Pretend: Psychedelic Electro-Indie, Gettin&#39; Synthy With It, Cool Canadian Beats, Summer Fridays, "
"Tech N9ne Radio","Tech N9ne","Hear songs by Tech N9ne, Krizz Kaliko, Stevie Stone, Ces Cru, and more.","","Krizz Kaliko, Stevie Stone, Ces Cru, Kutt Calhoun, ¡Mayday!, Rittz, Prozak, Wrekonize, Wrekonize, Hopsin, Kutt Calhoun, Big Scoob, Twisted Insane, Yelawolf, JL, Jarren Benton, Potluck, ","Stuntin&#39; Like My Daddy, The World of Eminem, Lose Yourself, Featuring Nate Dogg, Noise Rap, Adrenaline-Boosting Rap &amp; Metal, Haunted Hip Hop, Produced by Dr. Dre, Just One of Those Days, Mind of a Lunatic: &#39;90s Horrorcore Rap, Rage Rock, Aggressive Dubstep, Hold Me Back Bro   , Classic West Coast Hip Hop, Bodies Hit the Floor: FPS Rock, A Hip Hop Party in Canada, "
"The Chicharones Radio","The Chicharones","Hear songs by The Chicharones, Young Dre D, Josh Martinez, Sandpeople, and more.","","Young Dre D, Josh Martinez, Sandpeople, Sapient, Unknown Prophets, Grayskul, Abstract Rude, Blueprint, Soulcrate Music, Debaser (of Sandpeople), Eligh, Tonedeff, eCID, Awol One, Input, The Grouch &amp; Eligh, Heiruspecs, ","Indie Rap Era, Left-Field Hip Hop, Essential Turntablism, From the Hip Hop Laboratory , Instrumental Hip Hop, New York City Rent Party , Beats Without Rhymes, &#39;90s Backpacker Hip Hop, 808s &amp; Brass, Ninja Tune Records, Rainy Day Hip Hop, The World of Pretty Lights, Produced by J Dilla, Produced by Pete Rock, Soul-Soaked Samples, "
"The Grunge Era","By Google Play Music","Before grunge entered mainstream consciousness in the early 1990s, it was a vibrant, restless rock scene rooted in the Pacific Northwest. Get on your flannels, ripped jeans and Docs and head back.","","Nirvana, Screaming Trees, Mudhoney, Melvins, Alice in Chains, Pearl Jam, L7, Love Battery, Seaweed, Temple Of The Dog, Mark Lanegan, Green River, Soundgarden, Mother Love Bone, The Afghan Whigs, L 7, ","The Early Years of Grunge, Unhinged Grunge Party, Louder Than Love, After the Grunge Years, Nirvana &amp; Chill, Sound the Alarm, Lollapalooza&#39;s First Era, Emotive Alternative Rock, The World of Foo Fighters, Radio Friendly Unit Shifters, &#39;90s Alt-Rock Heartthrobs, Brooding with the Night&#39;s Watch, 120 Minutes: The &#39;90s, Road Rage Rock, "
"The Life of Riley Radio","Drapht","Hear songs by Drapht, Bliss n Eso, Thundamentals, Horrorshow, and more.","","Drapht, Bliss n Eso, Thundamentals, Horrorshow, Urthboy, Hilltop Hoods, Spit Syndicate, Seth Sentry, Illy, 360, The Herd, PEZ, Tuka, Muph &amp; Plutonic, Pegz, Joelistics, ","Dance Party Down Under, Background Indie, Full-Bore Punk &amp; Hardcore, Stuntin&#39; Like My Daddy, Like Miike, Lose Yourself, Prepartying like Tyrion Lannister, A Hip Hop Party in Canada, Bouncy Bass Nod, The World of Eminem, EDM Rap Attack, The World of Pretty Lights, Fight the Power, Modern Summer Chill, At The Farmer&#39;s Market, Rap for Indie Rock Kids, "
"The Plunderers Radio","The Herd","Hear songs by The Herd, Urthboy, TZU, Muph &amp; Plutonic, and more.","","Urthboy, TZU, Muph &amp; Plutonic, 1200 Techniques, Downsyde, Astronomy Class, Horrorshow, Spit Syndicate, Drapht, Thundamentals, Butterfingers, Pegz, Joelistics, Dialectrix, Tuka, Mantra, ","Dance Party Down Under, Background Indie, Essential Turntablism, Indie Rap Era, Ninja Tune Records, Full-Bore Punk &amp; Hardcore, Trip Hop Explorations, Bouncy Bass Nod, Stuntin&#39; Like My Daddy, Fight the Power, Left-Field Hip Hop, New York City Rent Party , Beach Grooves, &#39;90s Backpacker Hip Hop, Trip Hop Instrumentals, A Hip Hop Party in Canada, "
"The Raconteurs Radio","The Raconteurs","Hear songs by The Raconteurs, The White Stripes, The Dead Weather, The Black Keys, and more.","","The White Stripes, The Dead Weather, The Black Keys, Jack White, Band Of Skulls, Them Crooked Vultures, Wolfmother, The Kills, Black Rebel Motorcycle Club, Queens Of The Stone Age, Eagles Of Death Metal, Dan Auerbach, The Greenhornes, The Vines, The Heavy, The Hives, Arctic Monkeys, ","The World of Jack White, Ain&#39;t No Rest for the Wicked, The World of The Black Keys, Prepartying like Tyrion Lannister, Produced by Danger Mouse, End of Summer Blues, Short Skirt, Leather Jacket, Blues &amp; Garage Rock Revival, Sound the Alarm, Indie Under Pressure, Are You Gonna Be My Girl, Swamp Rock Happy Hour, Teenage Mutant Zombie Dirtbags, &#39;00s Indie Rock Scene, 00s Indie Guitar Anthems, "
"The Travel Song Radio","TZU","Hear songs by TZU, The Herd, Urthboy, Muph &amp; Plutonic, and more.","","TZU, The Herd, Urthboy, Muph &amp; Plutonic, Downsyde, 1200 Techniques, Astronomy Class, Dialectrix, Joelistics, Butterfingers, Pegz, Spit Syndicate, Horrorshow, Thundamentals, Drapht, Tuka, ","Background Indie, Dance Party Down Under, Essential Turntablism, Full-Bore Punk &amp; Hardcore, Indie Rap Era, Rap-Rock Revolution, Bouncy Bass Nod, Fight the Power, A Hip Hop Party in Canada, Stuntin&#39; Like My Daddy, Punk Hotlist, Ninja Tune Records, Essential Drum &amp; Bass, The World of the Beastie Boys, &#39;90s Backpacker Hip Hop, In the Second Line, "
"The World of Pretty Lights","By Google Play Music","As a freshman, Derek Smith left college to focus on music production full-time. Today, as Pretty Lights, Smith runs his own record label and is headlining festivals around the country. Listen to the best tracks from Pretty Lights, his contemporaries and label mates.","","Pretty Lights, Gramatik, SuperVision, GRiZ, Michal Menert, STS9, Paul Basic, Tipper, Mimosa, Big Gigantic, Eliot Lipp, MartyParty, Lotus, Paper Diamond, Blockhead, Break Science, ","Dark &amp; Twisted, Liquid Dubstep, Chiptronica Carnival, Luvstep, Ambient Bass, Complextro Glitch Bangers, The Blue Hour: Sunrise Chillout, Wobblin&#39; Dubstep, Chilled with a Twist: Soul &amp; Jazz Remixed, 3am Airport, Open Sea Sailing Lounge, Downtempo Instrumentals, Bass Workout, Electronic All-Nighter, Psybient, Instrumental Hip Hop, "
"Thrill Instructor Radio","Mad Child","Hear songs by Mad Child, Junk, Madchild, Snak the Ripper, and more.","","Junk, Madchild, Snak the Ripper, Caspian, Evil Ebenezer, Prada West, Merkules, DooM SQuAD, Reel Wolf, Geoff English, Rite Hook, Swollen Members, Cryptic Wisdom, Slaine, Brooklyn, Necro, ","20 Years of Québecois Rap, Franco-Folk, Québecois Alt-Rock &amp; Indie Pop, A Café in Québec, Francophone Party Rock, Soothing Québecois Voices, CanRock Anthems, A Hip Hop Party in Canada, Stuntin&#39; Like My Daddy, Moonlight Swim in Canada, Fireworks at Parliament Hill, Ahead by a Century, Classic Canadiana, Mind of a Lunatic: &#39;90s Horrorcore Rap, Cold Night in Canada, &#39;80s Dance Party in Canada, "
"Thunda Cats (feat. Dysphemic) Radio","Thundamentals","Hear songs by Thundamentals, Horrorshow, Drapht, Tuka, and more.","","Thundamentals, Horrorshow, Drapht, Tuka, Urthboy, Spit Syndicate, Illy, Seth Sentry, 360, PEZ, Bliss n Eso, REMI, Jackie Onassis, One Day, Allday, The Herd, ","Dance Party Down Under, Background Indie, Full-Bore Punk &amp; Hardcore, EDM Rap Attack, The Future is Female, Blissed-Out Romance, Noise Rap, Bouncy Bass Nod, Hip-Hop BMX Skate Party, Stuntin&#39; Like My Daddy, Grime Wave, Lose Yourself, Freshly Squeezed , Modern Summer Chill, Fight the Power, At The Farmer&#39;s Market, "
"The Dubstep Dictionary","By Google Play Music","This is your one-stop-shop for all dub-related tunes. Listen to the best of new dubstep with this playlist, updated weekly. ","","Flux Pavilion, Bassnectar, Virtual Riot, Knife Party, Kill The Noise, Jack Ü, Zeds Dead, Excision, Haywyre, Grabbitz, Far Too Loud, Infected Mushroom, Protohype, Barely Alive, Skrillex, Underworld, ","Drop The Bass, Trap Bangers, Bass Workout, Complextro Glitch Bangers, Aggressive Dubstep, Dubstep for Studying, Liquid Dubstep, Dark &amp; Twisted, Trappy Instrumentals, Spring Break Dubstep Dancefloor, Wobblin&#39; Dubstep, EDM Instrumentals, Chiptronica Carnival, Luvstep, Mau5trap at Play, EDM Rap Attack, "
"Today&#39;s Indie Rock","By Google Play Music","Listen to the best new indie and alt rock with this playlist of guitar-heavy tracks. You&#39;ll find debuts from underground bands and veterans with new records on this constantly updated playlist. ","","Japandroids, Future Islands, The Mountain Goats, Portugal. The Man, Glass Animals, Cold War Kids, The Shins, Phantogram, Grizzly Bear, The National, Phoenix, St. Paul and The Broken Bones, Spoon, Real Estate, Father John Misty, Jimmy Eat World, ","Coolest New Indie of 2017, Indie Hotlist, Indie Artists to Watch 2018, SXSW 2018: Rising Alt/Indie, The Side Stage, Mellow Indie, Sunshine Indie, Cozy Up Indie, Coffee Shop Blend, Another Lonely Night in New York, New Canadian Indie, Campfire Indie, Songs with Palms, Chill Indie Beats, Modern Montreal, Guitars &amp; PBRs, "
"Reggae Hotlist","By Google Play Music","Listen to the latest roots, one-drop and modern reggae and dancehall tracks by the world&#39;s most authentic artists.","","Rebelution, Micah shemaiah, Chronixx, Collie Buddz, Kabaka Pyramid, Luciano, Stick Figure, New Kingston, Randy Valentine, Lutan Fyah, Jah Sun, Mikey General, Junior Natural, Tarrus Riley, Beres Hammond, Mista Savona, ","Reggae Relaxation, Sunshine Reggae, Feel-Good Reggae BBQ, Strictly Lovers Rock, Reggae Runners, Black Star Line: Roots Reggae, Produced by Sly &amp; Robbie, Rasta Vibes, Vintage Reggae Covers, Studio One, Roots &amp; Technology: Dub, Dancehall Sunshine, Instrumental Dancehall Riddims, Reggae Ohana, The World of Bob Marley, Dub Foundations, "
"Trap Bangers","By Google Play Music","Listen to the hottest new tracks from the world of bass music.","","Yellow Claw, What So Not, Snavs, Bassnectar, Flosstradamus, The Chainsmokers, TroyBoi, Diplo, Jack Ü, Bro Safari, DJ Snake, Aero Chord, RL Grime, Alison Wonderland, TWRK, Nghtmre, ","Drop The Bass, The Dubstep Dictionary, EDM Rap Attack, Chill Trap Essentials, Trappy Instrumentals, Bass Workout, Aggressive Dubstep, EDM Instrumentals, The Future is Female, Complextro Glitch Bangers, Spring Break Dubstep Dancefloor, Dance / EDM Headliners, Luvstep, Coachella 2018: Dance &amp; Electronic, Liquid Dubstep, Dubstep for Studying, "
"Tom Ugly EP Radio","Tom Ugly","Hear songs by Tom Ugly, Faker, Regurgitator, Something for Kate, and more.","","Faker, Regurgitator, Something for Kate, Jebediah, Eskimo Joe, Little Birdy, End of Fashion, Sparkadia, Gyroscope, Little Red, Augie March, Josh Pyke, Bluejuice, Bob Evans, Dallas Crane, Oh Mercy, ","Dance Party Down Under, Background Indie, NYC Indie Dance, Like Miike, &#39;00s Indie Dance Party, Time to Pretend: Psychedelic Electro-Indie, Gettin&#39; Synthy With It, Rock Music From &#39;Skins: UK&#39;, Psychedelic Indie, The Walk, Indie Under Pressure, &#39;00s Indie Rock Scene, At The Farmer&#39;s Market, Morning Indie Boogie, Freshly Squeezed , Cinematic Daydreams , "
"Too Radio","FIDLAR","Hear songs by FIDLAR, Wavves, The Orwells, Bass Drum of Death, and more.","","FIDLAR, Wavves, The Orwells, Bass Drum of Death, together PANGEA, The Frights, Skaters, PUP, Bleeding Knees Club, Twin Peaks, SWMRS, Dune Rats, White Reaper, Modern Baseball, The Growlers, Made Violent, ","Guitars &amp; PBRs, Left Lane Lo-Fi, Indie Under Pressure, Punk Hotlist, Indie Children of the &#39;90s, Flying the Anti-Flag, Railroad Tracks, Coolest New Indie of 2017, BAD PARTY, Eat My Shorts, Songs with Palms, Rock Artists to Watch 2018, SXSW 2018: Rising Rock &amp; Metal, Cozy Up Indie, Indie Hotlist, SXSW 2018: Rising Alt/Indie, "
"Underground Chick (feat. Chris Webby, Kappa Gamma, ANoyd &amp; Hayze) Radio","Apathy","Hear songs by Apathy, Celph Titled, Ill Bill, Snowgoons, and more.","","Celph Titled, Ill Bill, Snowgoons, R.A. The Rugged Man, Demigodz, Louis Logic, Copywrite, Jedi Mind Tricks, Necro, Buckwild, Outerspace, Diabolic, Army of the Pharaohs, Slaine, Reef the Lost Cauze, Vinnie Paz, ","Indie Rap Era, Rainy Day Hip Hop, From the Hip Hop Laboratory , &#39;90s Backpacker Hip Hop, The World of Wu-Tang Clan, Noise Rap, Soul-Soaked Samples, Produced by DJ Premier, Hip-Hop BMX Skate Party, Produced by Pete Rock, New York State of Mind, Left-Field Hip Hop, East Coast Cold Front, Fight the Power, Produced by J Dilla, "
"Upbeat Indie","By Google Play Music","Consistently upbeat, this mix of new and classic indie music is the perfect left-of-the-dial pick-me-up.","","The Strokes, Vampire Weekend, Matt and Kim, Passion Pit, Tame Impala, Florence + the Machine, Elle King, Vance Joy, Foster the People, The White Stripes, MGMT, Hozier, The Black Keys, Grouplove, M83, The Temper Trap, ","Pacific Coast Highway Drive, Crowd-Pleasing Indie, Like Miike, Beach Cruiser Indie Pop, Alone in the Airport, Epic Indie Motivation, Indie/Alt Headliners, Alt-Pop Wine O&#39;Clock, Downtown Romantic, Alt-Pop Hits, &#39;00s Indie Rock Scene, Chic and Upbeat, Summer Infatuation, Rock Music From &#39;Skins: UK&#39;, &#39;00s Indie Dance Party, Gettin&#39; Synthy With It, "
"Vitriol (E.L.F Remix) Radio","Bluejuice","Hear songs by Bluejuice, Faker, British India, Art vs. Science, and more.","","Bluejuice, Faker, British India, Art vs. Science, Gyroscope, Eskimo Joe, Kisschasy, Sparkadia, Josh Pyke, Little Birdy, Ball Park Music, End of Fashion, The Rubens, Little Red, Urthboy, Kingswood, ","Dance Party Down Under, Like Miike, Background Indie, &#39;00s Indie Dance Party, Rock Music From &#39;Skins: UK&#39;, NYC Indie Dance, &#39;00s Indie Rock Scene, Gettin&#39; Synthy With It, Time to Pretend: Psychedelic Electro-Indie, Morning Indie Boogie, 00s Indie Guitar Anthems, The Walk, Are You Gonna Be My Girl, Indie Under Pressure, Crowd-Pleasing Indie, Prepartying like Tyrion Lannister, "
"Wavves Radio","Wavves","Hear songs by Wavves, FIDLAR, Cloud Nothings, Bass Drum of Death, and more.","","FIDLAR, Cloud Nothings, Bass Drum of Death, Bleeding Knees Club, Ty Segall, Skaters, The Orwells, Spirit Club, together PANGEA, Beach Fossils, Twin Peaks, King Tuff, Broncho, Parquet Courts, Oh Sees, Splashh, Black Lips, ","Indie Children of the &#39;90s, Guitars &amp; PBRs, Eat My Shorts, Left Lane Lo-Fi, New Adventures In Lo-Fi, Flying the Anti-Flag, Lo-Fi: Yesterday and Today, NXNE: The 20th Anniversary, Hypnagogic Pop, Indie Under Pressure, BAD PARTY, Retro Indie Rock, Psychedelic Indie, Children of The Velvet Underground, Indie Children of the &#39;80s, Midnight A Go-Go: A Twee Pop Party, "
"Alt-Rock Rager","By Google Play Music","Party on with these fun, energetic alt-rock anthems.","","The Strokes, Cage The Elephant, Portugal. The Man, Green Day, The Killers, Franz Ferdinand, TWENTY ØNE PILØTS, The Black Keys, Weezer, Queens Of The Stone Age, Young The Giant, Panic! At The Disco, Imagine Dragons, blink-182, Kings Of Leon, Gorillaz, ","Alt-Rock Motivation, A Happy Alternative, Summer Time Rocks, All-Time Alt, Teenage Mutant Zombie Dirtbags, Indie/Alt Headliners, Arena Rock Driving, Short Skirt, Leather Jacket, Anthemic Modern Rock, Alt-Rock Punk-Pop Party, &#39;00s Pop-Rock Hits, Most Streamed Rock of 2017, Coachella 2018: Rock &amp; Indie/Alt, Crowd-Pleasing Indie, Prepartying like Tyrion Lannister, Alt-Pop Wine O&#39;Clock, "
"Wolf Boy Radio","Sweatshop Union Presents: The Trillionaire$","Hear songs by Sweatshop Union Presents: The Trillionaire$, Sweatshop Union, The Chicharones, Josh Martinez, and more.","","Sweatshop Union, The Chicharones, Josh Martinez, Swollen Members, Classified, Moka Only, Buck 65, Young Dre D, Sandpeople, Evil Ebenezer, Unknown Prophets, Abstract Rude, Soulcrate Music, Blueprint, Grayskul, DL Incognito, ","Instrumental Hip Hop, From the Hip Hop Laboratory , New York City Rent Party , Indie Rap Era, Essential Turntablism, Left-Field Hip Hop, &#39;90s Backpacker Hip Hop, Beats Without Rhymes, Chilled with a Twist: Soul &amp; Jazz Remixed, Soulful Instrumentals &amp; Pensive Beats, A Hip Hop Party in Canada, Rainy Day Hip Hop, 808s &amp; Brass, Produced by J Dilla, Trip Hop Explorations, "
"Zion I Radio","Zion I","Hear songs by Zion I, The Grouch, Eligh, Living Legends, and more.","","The Grouch, Eligh, Living Legends, Sunspot Jonz, The Grouch &amp; Eligh, Zion I And The Grouch, Murs, Scarub, Abstract Rude, Luckyiam, Eligh &amp; Amp Live, CunninLynguists, Bicasso, Aceyalone, Mystik Journeymen, Pep Love, 3 Melancholy Gypsys, ","Indie Rap Era, Left-Field Hip Hop, From the Hip Hop Laboratory , &#39;90s Backpacker Hip Hop, New York City Rent Party , 808s &amp; Brass, Beats Without Rhymes, Instrumental Hip Hop, Essential Turntablism, The World of Pretty Lights, Produced by J Dilla, Rainy Day Hip Hop, Produced by Pete Rock, Reggae Ohana, Soul-Soaked Samples, "
